address,postal_code,country,federal_district,region_type,region,area_type,area,city_type,city,settlement_type,settlement,kladr_id,fias_id,fias_level,capital_marker,okato,oktmo,tax_office,timezone,geo_lat,geo_lon,population,foundation_year
"Владимирская обл, г Кольчугино",601780,Россия,Центральный,обл,Владимирская,р-н,Кольчугинский,г,Кольчугино,,,3300900100000,8f9faad4-ff93-471d-b0c0-c8e5c0162dee,4,1,17240501000,17640101001,3326,UTC+3,56.3327254,39.391336,45804,1871
"Владимирская обл, Петушинский р-н, г Костерево",601110,Россия,Центральный,обл,Владимирская,р-н,Петушинский,г,Костерево,,,3301200200000,50b6831d-52f4-4905-93d7-8e42812cd947,4,0,17246510000,17646110001,3316,UTC+3,55.9337222,39.6247398,9136,1890
"Владимирская обл, Гусь-Хрустальный р-н, г Курлово",601570,Россия,Центральный,обл,Владимирская,р-н,Гусь-Хрустальный,г,Курлово,,,3300500200000,4f68f8c7-bf54-48a6-8165-0313d75a83c2,4,0,17220515000,17620115001,3304,UTC+3,55.452698,40.6124108,6791,1811
"Владимирская обл, Собинский р-н, г Лакинск",601240,Россия,Центральный,обл,Владимирская,р-н,Собинский,г,Лакинск,,,3301400200000,67eb946d-db25-4ad2-9852-6436ed35b39e,4,0,17250503000,17650110001,3327,UTC+3,56.0180587,39.956551,15707,1400
"Владимирская обл, г Меленки",602101,Россия,Центральный,обл,Владимирская,р-н,Меленковский,г,Меленки,,,3301000100000,710f2d29-5c22-4d4d-be27-04713381c676,4,1,17242501000,17642101001,3334,UTC+3,55.3387515,41.6340046,15208,1700
"Владимирская обл, г Муром",602205,Россия,Центральный,обл,Владимирская,,,г,Муром,,,3300000500000,0d7d5d87-f0a6-428f-b655-d3be106c64a2,4,0,17435000000,17735000001,3334,UTC+3,55.5630311,42.0231362,116078,862
"Владимирская обл, г Петушки",601140,Россия,Центральный,обл,Владимирская,р-н,Петушинский,г,Петушки,,,3301200100000,b7ba6bfc-4b0c-4b05-88bd-267d50b36850,4,1,17246501000,17646101001,3316,UTC+3,55.9298134,39.4508075,15167,1861
"Владимирская обл, Петушинский р-н, г Покров",601120,Россия,Центральный,обл,Владимирская,р-н,Петушинский,г,Покров,,,3301200300000,f1c2252b-c3da-43f4-86ea-5f05812e99d5,4,0,17246520000,17646120001,3316,UTC+3,55.9166398,39.1734526,17762,1506
"Владимирская обл, г Радужный",600910,Россия,Центральный,обл,Владимирская,,,г,Радужный,,,3300000200000,c0ac6992-e48e-4648-b176-f56e7bcda57b,4,0,17537000000,17737000001,3340,UTC+3,55.9960277,40.3321855,18212,1971
"Владимирская обл, г Собинка",601201,Россия,Центральный,обл,Владимирская,р-н,Собинский,г,Собинка,,,3301400100000,d33946c4-bda9-43a5-b5c4-1157ae28149a,4,1,17250501000,17650101001,3327,UTC+3,55.9939169,40.0179653,19482,1858
"Владимирская обл, Александровский р-н, г Струнино",601670,Россия,Центральный,обл,Владимирская,р-н,Александровский,г,Струнино,,,3300200300000,9f490940-079f-4bf9-9931-48952c1bea4f,4,0,17205508000,17605108001,3339,UTC+3,56.3749967,38.5839667,14372,1492
"Владимирская обл, г Судогда",601351,Россия,Центральный,обл,Владимирская,р-н,Судогодский,г,Судогда,,,3301500100000,469a6b26-cb42-4db7-8fe7-758b946956c4,4,1,17252501000,17652101001,3304,UTC+3,55.9498056,40.8562939,11848,1552
"Владимирская обл, г Суздаль",601291,Россия,Центральный,обл,Владимирская,р-н,Суздальский,г,Суздаль,,,3301600100000,f347f78e-f991-4b0b-bfbd-600ac927b009,4,1,17254501000,17654101001,3340,UTC+3,56.4274441,40.4525692,10535,999
"Владимирская обл, г Юрьев-Польский",601800,Россия,Центральный,обл,Владимирская,р-н,Юрьев-Польский,г,Юрьев-Польский,,,3301700100000,4859c31b-fba4-460a-9543-befc791da8a9,4,1,17256501000,17656101001,3326,UTC+3,56.4937757,39.6680539,19588,1152
г Волгоград,400000,Россия,Южный,обл,Волгоградская,,,г,Волгоград,,,3400000100000,a52b7389-0cfe-46fb-ae15-298652a64cf8,4,2,18401000000,18701000001,3400,UTC+3,48.7070042,44.5170339,1021244,1589
"Волгоградская обл, г Волжский",404100,Россия,Южный,обл,Волгоградская,,,г,Волжский,,,3400000200000,bc5ed788-84c8-493e-9598-7a15a9f1e4c1,4,0,18410000000,18710000001,3435,UTC+3,48.7978209,44.7462538,314436,1951
"Волгоградская обл, г Дубовка",404002,Россия,Южный,обл,Волгоградская,р-н,Дубовский,г,Дубовка,,,3400600100000,66a2c07f-45b1-47d2-ab51-fa16288d07a6,4,1,18208501000,18608101001,3455,UTC+3,49.0554742,44.8270085,14345,1732
"Волгоградская обл, г Жирновск",403790,Россия,Южный,обл,Волгоградская,р-н,Жирновский,г,Жирновск,,,3400800100000,1f9bda6f-45a5-4bf5-b1d8-434d763ea834,4,1,18212501000,18612101001,3453,UTC+3,50.9768814,44.7858202,16890,1700
"Волгоградская обл, г Калач-на-Дону",404500,Россия,Южный,обл,Волгоградская,р-н,Калачевский,г,Калач-на-Дону,,,3401000100000,acc6220a-f624-4880-84d8-670319b0e25d,4,1,18216501000,18616101001,3455,UTC+3,48.6889024,43.5306303,26892,1708
"Волгоградская обл, г Камышин",403870,Россия,Южный,обл,Волгоградская,,,г,Камышин,,,3400000300000,0f9fb687-8d03-41a2-968f-033a2ba44f2f,4,0,18415000000,18715000001,3453,UTC+3,50.0651529,45.3844202,119924,1668
"Волгоградская обл, г Котельниково",404350,Россия,Южный,обл,Волгоградская,р-н,Котельниковский,г,Котельниково,,,3401400100000,ec52e094-acd0-49ab-bc84-9ce0aa80c7c0,4,1,18224501000,18624101001,3458,UTC+3,47.6310259,43.1330872,20441,1897
"Волгоградская обл, г Котово",403801,Россия,Южный,обл,Волгоградская,р-н,Котовский,г,Котово,,,3401500100000,6a9dded3-afcf-46ba-9881-5048c3bec5a3,4,1,18226501000,18626101001,3453,UTC+3,50.3205766,44.8030699,24104,1710
"Волгоградская обл, Среднеахтубинский р-н, г Краснослободск",404160,Россия,Южный,обл,Волгоградская,р-н,Среднеахтубинский,г,Краснослободск,,,3402800200000,68e32d89-51bb-4030-b697-ceca53b9e740,4,0,18251507000,18651107001,3454,UTC+3,48.7068721,44.5630857,16007,1870
"Волгоградская обл, г Ленинск",404620,Россия,Южный,обл,Волгоградская,р-н,Ленинский,г,Ленинск,,,3401700100000,bee1ee84-fdcf-45b2-8c87-7b015efc4332,4,1,18230501000,18630101001,3454,UTC+3,48.6936061,45.1992692,15527,1802
"Волгоградская обл, г Михайловка",403340,Россия,Южный,обл,Волгоградская,,,г,Михайловка,,,3400000400000,f02dbf6d-57ad-49bc-8011-603bf7126bb5,4,0,18420000000,18720000001,3456,UTC+3,50.0708719,43.2401512,59153,1762
"Волгоградская обл, г Николаевск",404030,Россия,Южный,обл,Волгоградская,р-н,Николаевский,г,Николаевск,,,3402000100000,8680a7a3-5c93-4c0d-ae64-d828306b2310,4,1,18236501000,18636101001,3454,UTC+3,50.0165306,45.4731658,15081,1747
"Волгоградская обл, г Новоаннинский",403950,Россия,Южный,обл,Волгоградская,р-н,Новоаннинский,г,Новоаннинский,,,3402100100000,254f7c3a-fc21-4405-8779-eee0a7a5c63f,4,1,18238501000,18638101001,3457,UTC+3,50.5296067,42.6666439,17911,1956
"Волгоградская обл, г Палласовка",404260,Россия,Южный,обл,Волгоградская,р-н,Палласовский,г,Палласовка,,,3402400100000,e6891ad3-e99a-48fa-93e5-805da20e849c,4,1,18245501000,18645101,3454,UTC+3,50.0500944,46.8804277,15984,1907
"Волгоградская обл, Камышинский р-н, г Петров Вал",403840,Россия,Южный,обл,Волгоградская,р-н,Камышинский,г,Петров Вал,,,3401100200000,02324444-36d6-4af8-a9af-15b77576adea,4,0,18218503000,18618103001,3453,UTC+3,50.1380557,45.20914,13264,1942
"Волгоградская обл, г Серафимович",403441,Россия,Южный,обл,Волгоградская,р-н,Серафимовичский,г,Серафимович,,,3402700100000,fb921dd7-0b8e-42a6-a5bb-3d1387f090d0,4,1,18250501000,18650101001,3456,UTC+3,49.5663183,42.7360402,9368,1589
"Волгоградская обл, г Суровикино",404410,Россия,Южный,обл,Волгоградская,р-н,Суровикинский,г,Суровикино,,,3403000100000,b5bab4ba-e94f-4178-b6f7-67e01c89bec2,4,1,18253501000,18653101001,3458,UTC+3,48.618917,42.8541163,20527,1744
"Волгоградская обл, г Урюпинск",403110,Россия,Южный,обл,Волгоградская,,,г,Урюпинск,,,3400000500000,2e5879fc-35c2-4354-816b-f1fce74ece87,4,0,18425000000,18725000001,3457,UTC+3,50.7903789,42.0288513,41594,1618
"Волгоградская обл, г Фролово",403530,Россия,Южный,обл,Волгоградская,,,г,Фролово,,,3400000600000,57e3991f-e685-4ba2-9cef-9988e6fa5862,4,0,18428000000,18728000001,3456,UTC+3,49.7649148,43.6648641,39489,1859
"Вологодская обл, г Бабаево",162480,Россия,Северо-Западный,обл,Вологодская,р-н,Бабаевский,г,Бабаево,,,3500200100000,e61e9415-3cdc-4e44-9cdf-a98662bab04f,4,1,19205501000,19605101001,3532,UTC+3,59.3892583,35.9377058,12074,1400
"Вологодская обл, г Белозерск",161200,Россия,Северо-Западный,обл,Вологодская,р-н,Белозерский,г,Белозерск,,,3500400100000,9444e5a5-b164-42b8-b4ff-e3b4c157fc54,4,1,19210501000,19610101001,3533,UTC+3,60.0308381,37.7890586,9614,862
"Вологодская обл, г Великий Устюг",162390,Россия,Северо-Западный,обл,Вологодская,р-н,Великоустюгский,г,Великий Устюг,,,3500600100000,9db452cb-452a-4373-9610-a265b3b55653,4,1,19410000000,19614101001,3538,UTC+3,60.7603913,46.3054414,31664,1147
г Вологда,160000,Россия,Северо-Западный,обл,Вологодская,,,г,Вологда,,,3500000100000,023484a5-f98d-4849-82e1-b7e0444b54ef,4,2,19401000000,19701000001,3525,UTC+3,59.2483905,39.8355662,301642,1147
"Вологодская обл, г Вытегра",162900,Россия,Северо-Западный,обл,Вологодская,р-н,Вытегорский,г,Вытегра,,,3500900100000,f66fbc22-445e-42ab-8f53-3de507d877c9,4,1,19222501000,19622101001,3533,UTC+3,61.0063465,36.4495137,10490,1710
"Вологодская обл, г Грязовец",162000,Россия,Северо-Западный,обл,Вологодская,р-н,Грязовецкий,г,Грязовец,,,3501000100000,aeee36bc-969a-4cc6-9fb3-5e237e776068,4,1,19224501000,19624101001,3529,UTC+3,58.8757553,40.2485362,15528,1538
"Вологодская обл, Сокольский р-н, г Кадников",162107,Россия,Северо-Западный,обл,Вологодская,р-н,Сокольский,г,Кадников,,,3501700200000,eb52b8bf-131d-4250-9a09-c0d41a7d42ee,4,0,19238504000,19638104001,3537,UTC+3,59.5037764,40.3441148,4797,1492
"Вологодская обл, г Кириллов",161100,Россия,Северо-Западный,обл,Вологодская,р-н,Кирилловский,г,Кириллов,,,3501200100000,bfe722ba-8bfd-4dbd-acc5-73da667a0f95,4,1,19228501000,19628101001,3533,UTC+3,59.8591523,38.3748782,7735,1397
"Вологодская обл, Великоустюгский р-н, г Красавино",162341,Россия,Северо-Западный,обл,Вологодская,р-н,Великоустюгский,г,Красавино,,,3500600200000,78a546b6-196d-407f-a082-e7e85ff4acad,4,0,19410501000,19614105001,3538,UTC+3,60.9612823,46.4814116,7003,1848
"Вологодская обл, г Никольск",161440,Россия,Северо-Западный,обл,Вологодская,р-н,Никольский,г,Никольск,,,3501500100000,9b602724-8b73-4979-ae01-3ba8a22c93f2,4,1,19234501000,19634101001,3538,UTC+3,59.5351837,45.4576137,8515,1300
"Вологодская обл, г Сокол",162129,Россия,Северо-Западный,обл,Вологодская,р-н,Сокольский,г,Сокол,,,3501700100000,500b9e8f-79cc-4c35-b497-110f550d6615,4,1,19420000000,19638101001,3537,UTC+3,59.4758605,40.1114187,38454,1615
"Вологодская обл, г Тотьма",161300,Россия,Северо-Западный,обл,Вологодская,р-н,Тотемский,г,Тотьма,,,3502000100000,3a0d6df8-c23f-4435-83bb-9f97dd2e3343,4,1,19246501000,19646101001,3535,UTC+3,59.9734998,42.7589506,9784,1137
"Вологодская обл, г Устюжна",162840,Россия,Северо-Западный,обл,Вологодская,р-н,Устюженский,г,Устюжна,,,3502200100000,3c2ceeea-04a9-4171-b4dd-341620290258,4,1,19250501000,19650101001,3532,UTC+3,58.8383117,36.4425478,9478,1252
"Вологодская обл, г Харовск",162250,Россия,Северо-Западный,обл,Вологодская,р-н,Харовский,г,Харовск,,,3502300100000,e5e0513c-fc84-4373-b3ee-05f8382f8110,4,1,19252501000,19652101001,3535,UTC+3,59.9479423,40.2000298,10078,1903
"Вологодская обл, г Череповец",162600,Россия,Северо-Западный,обл,Вологодская,,,г,Череповец,,,3500000200000,b4c30848-5181-44b4-88fa-456e1c4aeb0f,4,0,19430000000,19730000001,3528,UTC+3,59.1269212,37.9090497,312311,1777
